Airliner,Flight,Origin,Status,Schedule,Type,Order,Schedule_Fix,Destination,Snapshot
TAP Air Portugal,TP6705,Lisbon (LIS),Scheduled,05:10,Departures,7,05:10,Frankfurt (FRA),2022-12-24
United Airlines,UA9159,Lisbon (LIS),Scheduled,05:10,Departures,7,05:10,Frankfurt (FRA),2022-12-24
Air France,AF1125,Lisbon (LIS),Scheduled,05:30,Departures,7,05:30,Paris Charles De Gaulle (CDG),2022-12-24
Delta Air Lines,DL8439,Lisbon (LIS),Scheduled,05:30,Departures,7,05:30,Paris Charles De Gaulle (CDG),2022-12-24
Etihad Airways,EY5926,Lisbon (LIS),Scheduled,05:30,Departures,7,05:30,Paris Charles De Gaulle (CDG),2022-12-24
Gol,G35122,Lisbon (LIS),Scheduled,05:30,Departures,7,05:30,Paris Charles De Gaulle (CDG),2022-12-24
Korean Air,KE6400,Lisbon (LIS),Scheduled,05:30,Departures,7,05:30,Paris Charles De Gaulle (CDG),2022-12-24
Kenya Airways,KQ3791,Lisbon (LIS),Scheduled,05:30,Departures,7,05:30,Paris Charles De Gaulle (CDG),2022-12-24
Azores Airlines,S47302,Lisbon (LIS),Scheduled,05:30,Departures,7,05:30,Paris Charles De Gaulle (CDG),2022-12-24
Singapore Airlines,SQ1877,Lisbon (LIS),Scheduled,05:30,Departures,7,05:30,Paris Charles De Gaulle (CDG),2022-12-24
TAP Air Portugal,TP3962,Lisbon (LIS),Scheduled,06:00,Departures,7,06:00,Porto (OPO),2022-12-24
easyJet,U27323,Lisbon (LIS),Scheduled,06:00,Departures,7,06:00,Birmingham (BHX),2022-12-24
Swiftair,WT128,Lisbon (LIS),Scheduled,06:00,Departures,7,06:00,Funchal (FNC),2022-12-24
Lufthansa,LH1781,Lisbon (LIS),Scheduled,06:10,Departures,7,06:10,Munich (MUC),2022-12-24
Air Canada,AC9690,Lisbon (LIS),Scheduled,06:10,Departures,7,06:10,Munich (MUC),2022-12-24
Austrian,OS7346,Lisbon (LIS),Scheduled,06:10,Departures,7,06:10,Munich (MUC),2022-12-24
TAP Air Portugal,TP6725,Lisbon (LIS),Scheduled,06:10,Departures,7,06:10,Munich (MUC),2022-12-24
United Airlines,UA8957,Lisbon (LIS),Scheduled,06:10,Departures,7,06:10,Munich (MUC),2022-12-24
easyJet,U22714,Lisbon (LIS),Scheduled,06:10,Departures,7,06:10,Milan Malpensa (MXP),2022-12-24
easyJet,U27361,Lisbon (LIS),Scheduled,06:15,Departures,7,06:15,Tenerife (TFS),2022-12-24
Ryanair,FR4532,Lisbon (LIS),Scheduled,06:20,Departures,7,06:20,Rome Ciampino (CIA),2022-12-24
STP Airways,8F507,Lisbon (LIS),Scheduled,00:05,Departures,8,00:05,Sao Tome Is (TMS),2022-12-24
EuroAtlantic Airways,YU507,Lisbon (LIS),Scheduled,00:05,Departures,8,00:05,Sao Tome Is (TMS),2022-12-24
KLM,KL1692,Lisbon (LIS),Scheduled,05:00,Departures,8,05:00,Amsterdam Schiphol (AMS),2022-12-24
Aeromexico,AM6641,Lisbon (LIS),Scheduled,05:00,Departures,8,05:00,Amsterdam Schiphol (AMS),2022-12-24
China Southern Airlines,CZ7665,Lisbon (LIS),Scheduled,05:00,Departures,8,05:00,Amsterdam Schiphol (AMS),2022-12-24
Delta Air Lines,DL9506,Lisbon (LIS),Scheduled,05:00,Departures,8,05:00,Amsterdam Schiphol (AMS),2022-12-24
Gol,G35563,Lisbon (LIS),Scheduled,05:00,Departures,8,05:00,Amsterdam Schiphol (AMS),2022-12-24
Korean Air,KE6440,Lisbon (LIS),Scheduled,05:00,Departures,8,05:00,Amsterdam Schiphol (AMS),2022-12-24
WestJet,WS5236,Lisbon (LIS),Scheduled,05:00,Departures,8,05:00,Amsterdam Schiphol (AMS),2022-12-24
Lufthansa,LH1173,Lisbon (LIS),Scheduled,05:10,Departures,8,05:10,Frankfurt (FRA),2022-12-24
Air Canada,AC9083,Lisbon (LIS),Scheduled,05:10,Departures,8,05:10,Frankfurt (FRA),2022-12-24
Austrian,OS7344,Lisbon (LIS),Scheduled,05:10,Departures,8,05:10,Frankfurt (FRA),2022-12-24
Thai Airways International,TG7693,Lisbon (LIS),Scheduled,05:10,Departures,8,05:10,Frankfurt (FRA),2022-12-24
TAP Air Portugal,TP6705,Lisbon (LIS),Scheduled,05:10,Departures,8,05:10,Frankfurt (FRA),2022-12-24
United Airlines,UA9159,Lisbon (LIS),Scheduled,05:10,Departures,8,05:10,Frankfurt (FRA),2022-12-24
Air France,AF1125,Lisbon (LIS),Scheduled,05:30,Departures,8,05:30,Paris Charles De Gaulle (CDG),2022-12-24
Delta Air Lines,DL8439,Lisbon (LIS),Scheduled,05:30,Departures,8,05:30,Paris Charles De Gaulle (CDG),2022-12-24
Etihad Airways,EY5926,Lisbon (LIS),Scheduled,05:30,Departures,8,05:30,Paris Charles De Gaulle (CDG),2022-12-24
Gol,G35122,Lisbon (LIS),Scheduled,05:30,Departures,8,05:30,Paris Charles De Gaulle (CDG),2022-12-24
Korean Air,KE6400,Lisbon (LIS),Scheduled,05:30,Departures,8,05:30,Paris Charles De Gaulle (CDG),2022-12-24
Kenya Airways,KQ3791,Lisbon (LIS),Scheduled,05:30,Departures,8,05:30,Paris Charles De Gaulle (CDG),2022-12-24
Azores Airlines,S47302,Lisbon (LIS),Scheduled,05:30,Departures,8,05:30,Paris Charles De Gaulle (CDG),2022-12-24
Singapore Airlines,SQ1877,Lisbon (LIS),Scheduled,05:30,Departures,8,05:30,Paris Charles De Gaulle (CDG),2022-12-24
TAP Air Portugal,TP3962,Lisbon (LIS),Scheduled,06:00,Departures,8,06:00,Porto (OPO),2022-12-24
easyJet,U27323,Lisbon (LIS),Scheduled,06:00,Departures,8,06:00,Birmingham (BHX),2022-12-24
Swiftair,WT128,Lisbon (LIS),Scheduled,06:00,Departures,8,06:00,Funchal (FNC),2022-12-24
Lufthansa,LH1781,Lisbon (LIS),Scheduled,06:10,Departures,8,06:10,Munich (MUC),2022-12-24
Air Canada,AC9690,Lisbon (LIS),Scheduled,06:10,Departures,8,06:10,Munich (MUC),2022-12-24
Austrian,OS7346,Lisbon (LIS),Scheduled,06:10,Departures,8,06:10,Munich (MUC),2022-12-24
TAP Air Portugal,TP6725,Lisbon (LIS),Scheduled,06:10,Departures,8,06:10,Munich (MUC),2022-12-24
United Airlines,UA8957,Lisbon (LIS),Scheduled,06:10,Departures,8,06:10,Munich (MUC),2022-12-24
easyJet,U22714,Lisbon (LIS),Scheduled,06:10,Departures,8,06:10,Milan Malpensa (MXP),2022-12-24
easyJet,U27361,Lisbon (LIS),Scheduled,06:15,Departures,8,06:15,Tenerife (TFS),2022-12-24
Ryanair,FR4532,Lisbon (LIS),Scheduled,06:20,Departures,8,06:20,Rome Ciampino (CIA),2022-12-24
